zpid,monthly_homeowners_insurance,zip_code,monthly_hoa,purchase_price,living_area,lot_size,home_features_score,home
48066099,118.64999999999999,32129.0,0.0,339000.0,1696.0,13503.0,-0.39308106899261475,type_SINGLE_FAMILY
43068419,262.49965,33308.0,0.0,749999.0,1619.0,7501.0,-0.07123702019453049,type_SINGLE_FAMILY
44758795,69.96499999999999,32320.0,0.0,199900.00000000003,1392.0,74487.0,0.010148467496037483,type_SINGLE_FAMILY
47998845,171.465,32176.0,0.0,489900.0,1500.0,7840.0,-0.04943722113966942,type_SINGLE_FAMILY
47994109,139.65,32176.0,475.0,399000.0,1121.0,54014.0,0.036015741527080536,type_CONDO
63555151,202.29999999999998,34292.0,588.0,578000.0,1789.0,547148.0,0.02436814270913601,type_CONDO
44380836,110.25,33160.0,621.0,315000.0,767.0,767.0,-0.13417935371398926,type_CONDO
47155219,70.0,34698.0,722.0,200000.0,1025.0,1128552.0,-0.582011878490448,type_CONDO
44106604,167.99999999999997,33056.0,0.0,480000.0,3027.0,3027.0,-0.15503472089767456,type_MULTI_FAMILY
67186386,192.14999999999998,32128.0,35.99999999999997,549000.0,2488.0,9480.0,-0.04021906107664108,type_SINGLE_FAMILY
47228080,190.39999999999998,33707.0,1170.0,544000.0,1575.0,1575.0,0.02124115638434887,type_CONDO
47252673,122.14999999999999,33707.0,913.9999999999999,349000.0,1250.0,1250.0,-0.2587684094905853,type_CONDO
60553521,105.0,33597.0,0.0,300000.0,908.0,217800.0,-0.26079681515693665,type_SINGLE_FAMILY
306186083,61.215,32304.0,0.0,174900.0,911.9999999999999,6098.0,-0.2518782913684845,type_SINGLE_FAMILY
343514281,119.0,33056.0,65.00000000000003,340000.0,1406.0,1406.0,-0.3509438931941986,type_TOWNHOUSE
47693065,69.64999999999999,32701.0,340.0,199000.00000000003,1065.0,413.0,-0.5999581217765808,type_CONDO
47252237,83.64999999999999,33707.0,675.0,238999.99999999997,1060.0,59720.0,-0.5819759964942932,type_CONDO
66754652,104.96499999999999,34288.0,0.0,299900.0,1252.0,10235.0,-0.25812870264053345,type_SINGLE_FAMILY
47184601,72.27499999999999,34698.0,520.0,206500.0,964.9999999999999,965.0,-0.41810354590415955,type_CONDO
46648428,104.64999999999999,33428.0,636.0,299000.0,1266.0,1266.0,-0.4258434474468231,type_CONDO
46648451,104.64999999999999,33428.0,636.0,299000.0,1266.0,1266.0,-0.30466553568840027,type_CONDO
43349328,104.64999999999999,33009.0,659.0,299000.0,1210.0,1210.0,-0.37113210558891296,type_CONDO
42919151,36.57499999999999,33063.0,411.0,104500.0,738.0,738.0,-0.26260122656822205,type_CONDO
43013996,43.715,33313.0,467.0,124900.0,960.0,960.0,-0.4554731547832489,type_CONDO
248569399,136.5,32724.0,465.0,390000.0,1512.0,4799.000000000002,-0.16960030794143677,type_SINGLE_FAMILY
47298049,115.5,33897.0,60.0,330000.0,1407.0,5358.0,-0.36928069591522217,type_SINGLE_FAMILY
2115945215,129.15,34786.0,485.0,369000.0,1442.0,16192.0,-0.5633939504623413,type_CONDO
344139988,114.4465,33844.0,48.0,326990.0,1941.0,6887.999999999998,-0.33128026127815247,type_SINGLE_FAMILY
45898234,81.89999999999999,34420.0,0.0,234000.0,1375.0,12197.0,-0.5342903733253479,type_SINGLE_FAMILY
43066066,94.32499999999999,33308.0,679.0,269500.0,1100.0,1100.0,-0.4509182274341583,type_CONDO
2061993909,-1.4210854715202004e-14,33541.0,0.0,330000.0,1549.0,1549.0,-0.09618960320949554,type_SINGLE_FAMILY
46783635,82.9108,33415.0,372.0,236888.0,1115.0,1115.0,-0.3790932595729828,type_CONDO
43119749,314.65,33308.0,689.0,899000.0,1435.0,1435.0,0.16012206673622129,type_CONDO
2136514070,83.64999999999999,32792.0,420.0,238999.99999999997,1037.0,6844.0,-0.2586625814437866,type_CONDO
251488143,84.35,34472.0,0.0,241000.0,1144.0,12632.0,-0.35847243666648865,type_SINGLE_FAMILY
46694106,174.64999999999998,33487.0,665.0,499000.0,1426.0,1426.0,-0.12665104866027832,type_CONDO
248569472,407.75,32128.0,217.0,1165000.0,2751.0,15147.0,0.16978503763675687,type_SINGLE_FAMILY
44387621,124.94999999999999,33160.0,897.0,357000.0,1094.0,1094.0,0.07069635391235352,type_CONDO
342856488,104.99964999999999,33604.0,0.0,299999.0,1160.0,5250.000000000002,-0.3814554512500763,type_SINGLE_FAMILY
47319196,59.150000000000006,33844.0,400.0,169000.0,1123.0,648.0,-0.36121922731399536,type_CONDO
47725417,118.96499999999999,32708.0,35.99999999999997,339900.0,1178.0,4672.000000000002,-0.5687268972396851,type_SINGLE_FAMILY
47654046,135.625,32701.0,105.00000000000001,387500.0,1486.0,3577.0,-0.38962990045547485,type_SINGLE_FAMILY
345346568,135.4465,33844.0,52.0,386990.0,1819.0,5500.000000000002,-0.10719376057386398,type_SINGLE_FAMILY
104275193,125.96499999999999,32724.0,57.0,359900.0,1868.0,5550.000000000002,-0.40271762013435364,type_SINGLE_FAMILY
47686897,69.125,32714.0,819.0,197500.0,1118.0,1118.0,-0.39527228474617004,type_CONDO
61954706,150.045,32955.0,29.0,428700.0,1586.0,8712.0,-0.2335527539253235,type_SINGLE_FAMILY
47162057,104.96499999999999,34698.0,435.0,299900.0,1254.0,2496.0,-0.2483963519334793,type_SINGLE_FAMILY
45261609,119.0,32958.0,0.0,340000.0,1327.0,10890.0,-0.22754594683647156,type_SINGLE_FAMILY
47320496,101.32499999999999,33839.0,0.0,289500.0,1860.0,14958.0,-0.3766728937625885,type_SINGLE_FAMILY
43427097,112.0,32955.0,0.0,320000.0,1413.0,9583.0,-0.11300547420978546,type_SINGLE_FAMILY
46782704,199.14999999999998,33413.0,377.0,569000.0,2040.0,8381.0,0.3656463623046875,type_SINGLE_FAMILY
46131282,50.75,32792.0,225.0,145000.0,796.0,796.0,-0.5117227435112,type_CONDO
46131292,50.75,32792.0,225.0,145000.0,776.0000000000001,776.0,-0.49077117443084717,type_CONDO
46131288,50.75,32792.0,225.0,145000.0,776.0000000000001,776.0,-0.5117227435112,type_CONDO
