zpid,street_address,zip_code,purchase_price,gross_rent_multiplier,break_even_ratio 5.0% Down,CoC_no_prepaids 5.0% Down,CoC 5.0% Down,adj_CoC_no_prepaids 5.0% Down,adj_CoC 5.0% Down,cap_rate 5.0% Down,adj_cap_rate 5.0% Down,break_even_ratio 10.0% Down,CoC_no_prepaids 10.0% Down,CoC 10.0% Down,adj_CoC_no_prepaids 10.0% Down,adj_CoC 10.0% Down,cap_rate 10.0% Down,adj_cap_rate 10.0% Down,break_even_ratio 20.0% Down,CoC_no_prepaids 20.0% Down,CoC 20.0% Down,adj_CoC_no_prepaids 20.0% Down,adj_CoC 20.0% Down,cap_rate 20.0% Down,adj_cap_rate 20.0% Down
72562976,2589 NE 4th St UNIT 203,33033,275000,13.448748043818467,1.1754864315667775,-0.15359218472346883,-0.15748501953959979,-0.24324745781344642,-0.24941262939699013,-0.013048532918827143,-0.020665260191554412,1.1020811144783027,-0.05650517693640204,-0.057402554502068846,-0.11320648776064941,-0.11500435775968829,-0.007590380468553941,-0.015207107741281213,0.9350973582356258,0.02070495004457989,0.020893192583621857,-0.011973547082217645,-0.012082406601281553,0.004825924431992452,-0.0027908028407348188
331698628,383 NE 208th Ter,33179,500000,13.320545609548168,1.1642809110612582,-0.14996610925215448,-0.15389594600314221,-0.24323698355650247,-0.2496109679316823,-0.012332896555190778,-0.020003296555190776,1.091575342403527,-0.05223458013581811,-0.053081543070460785,-0.11051458552353606,-0.1123065355580238,-0.006874744104917587,-0.014545144104917584,0.9261833866737423,0.02405578767551727,0.024277098962184416,-0.009241241914383707,-0.009326260587064965,0.005541560795628808,-0.00212883920437119
42852350,6173 Seminole Ter,33063,455000,13.074712643678161,1.161098503810684,-0.14880938411262287,-0.1531244996953938,-0.24272589432165223,-0.24976436367071342,-0.012321380071674303,-0.02009764380793804,1.0897347289579742,-0.0519254057780607,-0.05285853853006956,-0.11075860674659872,-0.11274900974824054,-0.006863227621401113,-0.014639491357664852,0.9273951102870371,0.024047128926612323,0.024292588567525784,-0.00962731989396235,-0.009725590190235259,0.005553077279145289,-0.002223186457118447
46612574,8057 Clear Shores Cir,33446,579000,13.150722267647861,1.1599580972439232,-0.14848319868713913,-0.1526447584443901,-0.24300588449694896,-0.2498166450317385,-0.012163445777988701,-0.019906554586278855,1.088179450275899,-0.05107121959695947,-0.05195498960315375,-0.11004701543228747,-0.11195134143581305,-0.006705293327715518,-0.014448402136005671,0.9248960729383783,0.024825844394225267,0.025069224704144636,-0.00883355411175262,-0.00892015391086793,0.0057110115728308845,-0.002032097235459265
2054223920,837 NW 3rd Way,33060,430000,10.696517412935323,1.1189080974808963,-0.1297972321183693,-0.1377876933147983,-0.23548460342667576,-0.24998129611671213,-0.011116524462167517,-0.020168152369144262,1.0605248747540934,-0.04190756132474333,-0.04350798465101579,-0.10894657021334292,-0.1131071709921782,-0.0056583720118943154,-0.014709999918871062,0.9277136531810848,0.028908430785052643,0.029535949368756753,-0.00981174639816292,-0.010024731089349363,0.006757932888652076,-0.0022936950183246687
42977915,6601 NW 72nd Ave,33321,400000,13.10272536687631,1.163586170796525,-0.14987570777255216,-0.1541948034191999,-0.24307912279502544,-0.25008414046372074,-0.012484896555190785,-0.020248896555190778,1.092069498230052,-0.05296141494745583,-0.05390950051338719,-0.11147961619578059,-0.11347526180146632,-0.0070267441049175795,-0.014790744104917571,0.9293820650467922,0.02328841712963092,0.023525611458666898,-0.010260006842337362,-0.010364505805290768,0.005389560795628818,-0.002374439204371174
42885458,5853 Eagle Cay Ln,33073,465000,13.077961525480932,1.1613870204230992,-0.1491802932297564,-0.15351038862904842,-0.2431687018905737,-0.25022689741031656,-0.012340380426158521,-0.02011521913583594,1.0900055126782169,-0.05210010081866721,-0.053036939358039756,-0.11095747695360436,-0.11295266005322005,-0.006882227975885326,-0.014657066685562742,0.9276255549002306,0.02397299895243102,0.024217785978985273,-0.00970672808783444,-0.009805842975834329,0.005534076924661079,-0.0022407617850163384
43144779,410 Sabal Way,33326,1595000,12.964949928469242,1.1513510372409392,-0.1455761556854965,-0.14993897277081727,-0.24315383065150695,-0.2504409834254779,-0.011673862072432165,-0.01949868965863906,1.0805863640211957,-0.04797339809213662,-0.04885318899744903,-0.10836611133234261,-0.1103534527128961,-0.006215709622158969,-0.014040537208365865,0.9196095926890042,0.027157982303869312,0.027438396260184437,-0.007113973786820973,-0.007187427606488583,0.006200595278387422,-0.0016242323078194715
67166989,637 Allen Ave,33483,1100000,13.097109110825356,1.1552291542923971,-0.14712345476530503,-0.1513184304173876,-0.24353007846208372,-0.2504739253920507,-0.011852169282463503,-0.01961862382791804,1.0837431361076502,-0.04920959726155704,-0.050070212472627815,-0.10898174212172122,-0.1108876984842663,-0.006394016832190302,-0.01416047137764484,0.9211254360719185,0.02633450070511408,0.026594220092432196,-0.007626960517271201,-0.007702180075630265,0.006022288068356091,-0.001744166477098446
103459108,3755 NE 6th Dr,33431,1849000,13.0689850155499,1.1527484713779172,-0.14619380930756185,-0.15039508479927402,-0.243492126983279,-0.25048953344231434,-0.01168786031938763,-0.019466638037072867,1.08141595879271,-0.04817180101580857,-0.049018320933309906,-0.1083219300804969,-0.1102254642930798,-0.00622970786911445,-0.014008485586799685,0.9191474560989702,0.027125547034219943,0.027393792497790278,-0.006981022341121079,-0.0070500579101264345,0.006186597031431959,-0.001592180686253277
